nombre,deporte,edad,peso_kg,altura_cm,frecuencia_cardiaca_bpm,horas_entrenamiento_semana,rendimiento_score,posicion
Natalia Cruz,VOLEIBOL,31.050934579439254,102.8,177.0,47.0,23.5,4.81,DELANTERO
Ricardo Álvarez,FUTBOL,30.0,59.7,190.0,89.0,4.9,1.58,DEFENSA
Alicia Campos,FUTBOL,28.0,95.2,192.0,83.0,13.866635071090046,5.56,
Gabriela Morales,NATACIÓ,40.0,92.3,196.0,81.0,8.0,9.53,NADADOR
Manuel Leal,ATLETISMO,31.0,86.5,198.0,83.0,11.6,3.68,CORREDOR
Pilar Contreras,VOLEIBOL,41.0,76.7,181.0,88.0,12.0,8.61,PORTERO
Sofía Hernández,BOXEO,39.0,82.8,200.0,88.0,13.866635071090046,4.13,NADADOR
Rodrigo Sandoval,NATACION,44.0,92.4,179.5212464589235,88.0,11.3,1.51,MEDIOCAMPISTA
Nicolás Reyes,CICLISMO,31.050934579439254,83.7,188.0,60.0,16.0,3.71,CICLISTA
Natalia Cruz,FUTBOL,37.0,80.09667630057803,171.0,47.0,6.7,7.98,DEFENSA
Andrés Flores,BALONCESTO,38.0,71.2,175.0,62.0,21.0,1.64,CORREDOR
Pedro Rodríguez,ATLETISMO,38.0,61.9,177.0,85.0,13.1,7.97,NADADOR
Enrique Valenzuela,FUTBOL,19.0,70.0,163.0,77.0,13.1,8.86,NADADOR
Catalina Mora,BALONCESTO,31.0,58.8,177.0,59.0,18.8,6.1,NADADOR
Fernanda Jiménez,NATACIÓ,34.0,72.8,172.0,81.0,19.2,8.43,CICLISTA
Sofía Hernández,NATACIÓ,29.0,65.8,201.0,78.0,23.3,4.59,DEFENSA
Tomás Gutiérrez,CICLISMO,20.0,71.4,30.0,64.0,24.4,9.99,CICLISTA
Camila Díaz,NATACION,43.0,77.8,193.0,77.0,24.1,5.58,CORREDOR
María González,RUGBY,31.0,79.4,160.0,78.0,17.1,7.67,CICLISTA
Diego Torres,NATACION,36.0,75.1,198.0,69.0,5.5,8.79,
Tomás Gutiérrez,FUTBOL,20.0,56.2,185.0,64.0,17.4,5.29,NADADOR
Ignacio Peña,TENNIS,43.0,77.9,158.0,59.0,25.0,2.91,ATACANTE
Luis Parra,RUGBY,30.0,80.09667630057803,199.0,69.75212464589235,15.9,1.74,DELANTERO
Paola Romero,CICLISMO,19.0,96.2,165.0,46.0,8.6,3.99,NADADOR
Mónica Ortega,NATACION,3.0,85.0,179.5212464589235,50.0,20.3,6.78,MEDIOCAMPISTA
Rodrigo Sandoval,VOLEIBOL,34.0,95.4,168.0,64.0,23.3,9.65,ATACANTE
Diego Torres,TENIS,38.0,78.9,171.0,79.0,10.9,8.04,DEFENSA
Ana Martínez,CICLISMO,37.0,88.8,163.0,53.0,9.1,2.65,
María González,FUTBOL,37.0,74.7,161.0,54.0,11.5,5.01,CORREDOR
Rodrigo Sandoval,ATLETISMO,31.050934579439254,75.8,166.0,62.0,12.2,8.2,MEDIOCAMPISTA
Cristian Medina,NATACION,35.0,70.7,175.0,61.0,5.0,4.43,PORTERO
Sofía Hernández,NATACIÓ,33.0,69.9,184.0,48.0,23.8,8.29,MEDIOCAMPISTA
Ricardo Álvarez,TENIS,29.0,75.6,194.0,84.0,15.0,3.02,NADADOR
Marcela Varela,VOLEIBOL,33.0,73.6,173.0,65.0,4.9,4.79,ATACANTE
Carolina Ríos,FUTBOL,40.0,80.09667630057803,175.0,78.0,22.6,3.1,DELANTERO
Matías Silva,BALONCESTO,23.0,81.6,180.0,81.0,7.5,5.583822014051522,CORREDOR
Gabriela Morales,NATACIÓ,35.0,63.8,179.0,60.0,3.2,9.96,
Claudia Herrera,CICLISMO,4.0,75.9,168.0,90.0,11.8,9.44,
Patricio Bravo,BOXEO,31.050934579439254,56.5,179.0,57.0,4.8,7.62,DELANTERO
Andrés Flores,NATACION,35.0,70.8,169.0,5.0,17.5,5.583822014051522,NADADOR
Marisol Figueroa,VOLEIBOL,33.0,73.6,165.0,64.0,18.3,5.13,DELANTERO
Ricardo Álvarez,TENIS,19.0,65.9,185.0,57.0,4.4,8.16,DELANTERO
Pilar Contreras,RUGBY,28.0,69.9,195.0,69.75212464589235,6.7,7.64,MEDIOCAMPISTA
Roxana Salinas,ATLETISMO,25.0,83.6,196.0,81.0,11.3,9.63,MEDIOCAMPISTA
Natalia Cruz,ATLETISMO,45.0,63.6,192.0,58.0,6.6,-5.0,DEFENSA
Daniela Vargas,VOLEIBOL,3.0,76.0,195.0,70.0,12.5,1.74,DELANTERO
Carlos Pérez,VOLEIBOL,42.0,80.09667630057803,184.0,47.0,23.3,1.42,DEFENSA
Nicolás Reyes,BOXEO,25.0,95.7,201.0,51.0,3.2,9.05,CORREDOR
Gabriela Morales,BASKETBALL,34.0,74.7,164.0,74.0,15.0,6.68,DEFENSA
Lorena Mendoza,BASKETBALL,38.0,101.6,164.0,76.0,10.6,3.73,DEFENSA
Ignacio Peña,FUTBOL,33.0,76.0,179.5212464589235,59.0,10.4,5.38,CICLISTA
Catalina Mora,ATLETISMO,35.0,56.1,182.0,69.0,18.4,6.4,DELANTERO
Camila Díaz,ATLETISMO,32.0,72.4,195.0,56.0,13.866635071090046,5.61,DELANTERO
Ricardo Álvarez,TENIS,38.0,89.3,170.0,76.0,6.5,4.68,PORTERO
Patricia Ramos,FUTBOL,35.0,73.6,198.0,60.0,14.7,1.94,DEFENSA
Alicia Campos,ATLETISMO,28.0,78.8,169.0,82.0,7.1,2.3,CORREDOR
César Sepúlveda,ATLETISMO,36.0,69.8,186.0,81.0,14.4,4.48,PORTERO
Alejandro Núñez,VOLEIBOL,29.0,58.9,192.0,52.0,10.6,5.7,CICLISTA
Patricio Bravo,VOLEIBOL,25.0,89.2,179.5212464589235,70.0,10.2,1.35,DELANTERO
Valentina Ramírez,TENIS,34.0,101.2,192.0,61.0,16.4,6.48,CICLISTA
Carolina Ríos,CICLISMO,20.0,86.5,191.0,48.0,18.6,2.78,DELANTERO
Catalina Mora,NATACION,18.0,95.0,195.0,67.0,19.3,9.38,DELANTERO
Fernanda Jiménez,BOXEO,26.0,60.7,161.0,58.0,22.3,2.65,PORTERO
Carolina Ríos,ATLETISMO,22.0,93.7,184.0,51.0,10.6,8.55,
Diego Torres,VOLEIBOL,4.0,62.7,202.0,66.0,11.4,8.85,DELANTERO
Sebastián Rojas,ATLETISMO,37.0,99.4,198.0,68.0,16.8,6.33,ATACANTE
Andrés Flores,ATLETISMO,44.0,87.1,186.0,66.0,17.9,2.85,MEDIOCAMPISTA
Lorena Mendoza,CICLISMO,20.0,66.3,187.0,69.0,22.6,7.7,DEFENSA
Pilar Contreras,BOXEO,32.0,101.3,200.0,85.0,10.9,4.22,PORTERO
Ana Martínez,CICLISMO,30.0,80.09667630057803,182.0,89.0,7.9,7.3,
Gabriela Morales,BALONCESTO,32.0,80.2,178.0,46.0,15.6,3.36,
Héctor Suárez,FUTBOL,22.0,96.2,169.0,47.0,23.9,2.83,DEFENSA
Patricia Ramos,TENNIS,44.0,95.4,192.0,74.0,10.2,6.4,ATACANTE
Mauricio Vega,CICLISMO,28.0,80.09667630057803,200.0,53.0,9.6,2.04,MEDIOCAMPISTA
Gabriela Morales,BOXEO,19.0,98.0,174.0,47.0,16.3,9.99,DELANTERO
Javiera Espinoza,VOLEIBOL,21.0,84.2,200.0,60.0,17.0,4.21,
Nicolás Reyes,TENIS,31.050934579439254,82.0,178.0,80.0,13.0,4.92,DELANTERO
Nicolás Reyes,TENIS,43.0,81.7,177.0,89.0,23.6,4.79,DEFENSA
Patricio Bravo,BALONCESTO,31.050934579439254,81.4,189.0,76.0,16.4,5.583822014051522,CICLISTA
Cristian Medina,ATLETISMO,22.0,94.8,169.0,48.0,12.6,1.39,ATACANTE
Mónica Ortega,TENIS,34.0,90.9,194.0,47.0,18.0,8.13,MEDIOCAMPISTA
Alicia Campos,ATLETISMO,19.0,80.09667630057803,178.0,60.0,10.1,9.43,CICLISTA
Ignacio Peña,TENIS,32.0,88.0,162.0,53.0,8.0,7.1,CICLISTA
Andrés Flores,TENNIS,23.0,103.0,189.0,86.0,22.2,8.26,DEFENSA
Camila Díaz,FUTBOL,29.0,92.3,167.0,56.0,13.866635071090046,6.45,CORREDOR
Sebastián Rojas,FUTBOL,21.0,65.3,178.0,51.0,8.5,6.34,CORREDOR
Sofía Hernández,BALONCESTO,33.0,65.5,183.0,55.0,7.7,1.18,NADADOR
Ricardo Álvarez,NATACION,16.0,99.1,160.0,64.0,14.6,7.4,CORREDOR
Ignacio Peña,VOLEIBOL,31.0,83.4,174.0,73.0,10.9,4.71,MEDIOCAMPISTA
Roberto Castillo,CICLISMO,3.0,80.8,166.0,82.0,0.1,2.05,DELANTERO
Alejandro Núñez,BALONCESTO,17.0,68.6,163.0,86.0,11.4,5.19,DELANTERO
Matías Silva,NATACION,43.0,67.1,174.0,56.0,13.866635071090046,2.26,ATACANTE
Isabella Castro,BALONCESTO,26.0,55.2,174.0,89.0,15.5,5.0,CICLISTA
Francisca Lagos,VOLEIBOL,38.0,69.2,181.0,71.0,15.3,6.5,CICLISTA
Roxana Salinas,NATACION,16.0,56.8,165.0,47.0,13.7,7.6,NADADOR
Ignacio Peña,TENIS,25.0,64.4,163.0,55.0,9.3,6.45,CICLISTA
Cristian Medina,NATACIÓ,18.0,76.8,185.0,71.0,24.3,7.21,MEDIOCAMPISTA
Rodrigo Sandoval,CICLISMO,27.0,80.0,170.0,89.0,13.2,5.17,
Felipe Muñoz,TENIS,36.0,75.1,201.0,63.0,17.8,6.73,
Enrique Valenzuela,CICLISMO,26.0,104.2,173.0,72.0,20.2,4.38,NADADOR
Alejandro Núñez,RUGBY,30.0,76.8,180.0,57.0,5.9,5.39,DEFENSA
Isabella Castro,VOLEIBOL,24.0,75.6,187.0,58.0,17.0,4.36,DELANTERO
Javiera Espinoza,NATACION,33.0,70.3,300.0,76.0,8.4,4.49,MEDIOCAMPISTA
Enrique Valenzuela,NATACION,37.0,95.6,166.0,87.0,21.1,8.52,
Paola Romero,RUGBY,24.0,71.1,171.0,66.0,12.9,1.72,CICLISTA
Mónica Ortega,TENIS,35.0,95.1,194.0,66.0,17.0,7.15,CICLISTA
Camila Díaz,ATLETISMO,22.0,72.4,186.0,84.0,22.9,5.27,MEDIOCAMPISTA
Manuel Leal,NATACION,26.0,98.9,181.0,47.0,24.1,15.0,CICLISTA
Verónica Aguilar,CICLISMO,42.0,58.0,191.0,82.0,8.9,3.29,CORREDOR
María González,TENIS,26.0,55.1,175.0,62.0,4.2,7.66,NADADOR
Mauricio Vega,VOLEIBOL,22.0,103.5,191.0,50.0,21.9,8.77,NADADOR
Lorena Mendoza,NATACIÓ,30.0,79.4,162.0,50.0,4.6,1.21,CORREDOR
Roxana Salinas,ATLETISMO,45.0,82.8,190.0,50.0,15.6,3.18,
Gonzalo Fuentes,NATACION,20.0,80.4,192.0,76.0,7.5,5.69,
Manuel Leal,NATACION,31.0,59.5,195.0,76.0,17.8,5.583822014051522,DELANTERO
Eduardo Soto,CICLISMO,20.0,74.3,201.0,72.0,7.5,4.46,
Eduardo Soto,TENNIS,18.0,74.8,179.5212464589235,88.0,10.7,1.68,NADADOR
Gonzalo Fuentes,NATACION,35.0,80.09667630057803,189.0,5.0,18.8,8.88,
Mauricio Vega,VOLEIBOL,43.0,66.8,160.0,81.0,5.6,9.75,ATACANTE
Nicolás Reyes,CICLISMO,31.0,64.0,186.0,69.75212464589235,6.6,7.84,NADADOR
Camila Díaz,VOLEIBOL,18.0,100.4,177.0,63.0,23.2,5.18,ATACANTE
Manuel Leal,NATACION,32.0,79.4,177.0,81.0,13.7,2.16,NADADOR
Sebastián Rojas,BALONCESTO,40.0,79.7,190.0,70.0,3.3,-5.0,CORREDOR
Felipe Muñoz,TENIS,24.0,66.5,179.0,57.0,11.2,6.0,MEDIOCAMPISTA
Nicolás Reyes,BOXEO,42.0,57.7,188.0,87.0,13.866635071090046,9.62,NADADOR
Gabriela Morales,VOLEIBOL,41.0,95.7,198.0,79.0,19.9,5.97,ATACANTE
Carlos Pérez,NATACION,38.0,59.4,192.0,48.0,5.4,6.51,ATACANTE
Gabriela Morales,BOXEO,22.0,78.7,165.0,86.0,24.1,9.5,MEDIOCAMPISTA
Patricia Ramos,FUTBOL,20.0,80.2,182.0,79.0,4.1,2.04,NADADOR
Paola Romero,NATACION,31.0,63.0,182.0,83.0,15.7,7.61,
Mauricio Vega,TENIS,24.0,58.6,169.0,69.0,15.2,3.03,ATACANTE
Carlos Pérez,RUGBY,34.0,76.6,196.0,76.0,3.7,2.29,
Pedro Rodríguez,ATLETISMO,16.0,95.9,176.0,46.0,12.0,6.7,
Carolina Ríos,TENNIS,38.0,79.4,160.0,83.0,12.0,4.5,PORTERO
Daniela Vargas,BOXEO,31.0,55.0,165.0,57.0,3.1,8.37,ATACANTE
Ricardo Álvarez,TENIS,32.0,98.7,179.5212464589235,87.0,17.8,2.6,
Ana Martínez,BOXEO,39.0,74.1,183.0,55.0,17.2,8.21,ATACANTE
Pedro Rodríguez,BASKETBALL,16.0,60.3,179.5212464589235,57.0,8.9,8.11,DELANTERO
Rodrigo Sandoval,NATACION,28.0,55.4,158.0,10.0,13.7,2.32,DEFENSA
Luis Parra,FUTBOL,17.0,80.09667630057803,178.0,350.0,24.7,6.06,PORTERO
Roberto Castillo,NATACION,17.0,58.1,165.0,52.0,24.2,1.34,CICLISTA
Tomás Gutiérrez,ATLETISMO,21.0,73.9,197.0,52.0,9.7,2.57,DEFENSA
Enrique Valenzuela,FUTBOL,33.0,81.3,179.0,88.0,16.4,3.02,PORTERO
María González,CICLISMO,28.0,97.8,168.0,81.0,3.5,7.57,CORREDOR
María González,NATACIÓ,40.0,101.8,188.0,60.0,16.3,6.41,
Marcela Varela,NATACIÓ,27.0,76.1,177.0,58.0,21.6,3.51,DEFENSA
Ana Martínez,BASKETBALL,20.0,78.9,174.0,59.0,12.0,3.26,PORTERO
Ignacio Peña,BALONCESTO,40.0,83.4,179.5212464589235,66.0,7.6,7.4,CORREDOR
Roxana Salinas,ATLETISMO,41.0,83.5,199.0,69.75212464589235,17.6,1.48,CORREDOR
Juan López,BASKETBALL,35.0,93.4,160.0,86.0,24.2,5.583822014051522,PORTERO
Sebastián Rojas,BOXEO,17.0,99.1,185.0,46.0,8.7,7.75,DEFENSA
César Sepúlveda,VOLEIBOL,43.0,64.0,172.0,46.0,14.7,8.84,MEDIOCAMPISTA
Cristian Medina,BOXEO,35.0,81.0,202.0,83.0,13.1,9.22,PORTERO
Sebastián Rojas,TENIS,41.0,59.7,164.0,63.0,13.1,4.26,MEDIOCAMPISTA
Andrés Flores,NATACION,41.0,74.6,173.0,62.0,19.0,2.28,PORTERO
Manuel Leal,NATACION,28.0,67.2,170.0,81.0,11.0,5.41,PORTERO
Enrique Valenzuela,TENIS,30.0,68.9,161.0,78.0,6.4,5.583822014051522,CORREDOR
Marisol Figueroa,FUTBOL,19.0,96.3,199.0,69.75212464589235,8.0,2.73,MEDIOCAMPISTA
Alicia Campos,NATACION,27.0,95.4,187.0,56.0,5.4,8.87,NADADOR
Gabriela Morales,RUGBY,41.0,91.0,175.0,47.0,17.1,8.86,DELANTERO
Carolina Ríos,CICLISMO,34.0,72.7,179.5212464589235,55.0,7.5,7.66,PORTERO
Pilar Contreras,VOLEIBOL,40.0,60.0,158.0,47.0,18.3,8.85,CORREDOR
Manuel Leal,BOXEO,22.0,76.9,198.0,54.0,17.8,3.63,DEFENSA
Enrique Valenzuela,FUTBOL,42.0,99.2,179.5212464589235,85.0,23.3,8.37,ATACANTE
Lorena Mendoza,CICLISMO,43.0,98.9,158.0,51.0,4.6,6.0,
Patricia Ramos,CICLISMO,28.0,59.0,197.0,63.0,8.9,1.99,NADADOR
Alicia Campos,NATACION,19.0,59.1,175.0,10.0,10.1,6.12,DEFENSA
Luis Parra,BALONCESTO,34.0,62.0,179.5212464589235,90.0,6.5,3.65,ATACANTE
Mónica Ortega,TENNIS,21.0,99.0,201.0,88.0,17.2,7.65,NADADOR
Diego Torres,TENIS,23.0,80.09667630057803,166.0,90.0,9.3,7.32,MEDIOCAMPISTA
Felipe Muñoz,TENNIS,37.0,83.7,191.0,88.0,18.9,9.1,CORREDOR
Sofía Hernández,BALONCESTO,31.0,87.7,179.0,89.0,14.9,4.54,CORREDOR
Fernanda Jiménez,FUTBOL,28.0,90.3,167.0,79.0,7.5,6.83,PORTERO
César Sepúlveda,BASKETBALL,26.0,90.7,184.0,68.0,3.5,3.3,CORREDOR
Paola Romero,VOLEIBOL,27.0,79.6,164.0,74.0,13.0,8.28,MEDIOCAMPISTA
Paola Romero,FUTBOL,17.0,103.9,193.0,57.0,21.7,1.24,ATACANTE
Ana Martínez,CICLISMO,31.050934579439254,65.0,165.0,76.0,22.2,9.05,ATACANTE
Carolina Ríos,NATACION,31.050934579439254,97.9,169.0,71.0,6.1,5.87,ATACANTE
Paola Romero,RUGBY,21.0,73.1,177.0,88.0,16.5,9.35,CICLISTA
Manuel Leal,VOLEIBOL,32.0,96.6,191.0,77.0,20.3,1.16,MEDIOCAMPISTA
Ignacio Peña,NATACION,21.0,90.9,166.0,68.0,24.2,2.86,DEFENSA
Roberto Castillo,CICLISMO,16.0,71.1,180.0,57.0,17.3,9.16,NADADOR
Felipe Muñoz,NATACIÓ,38.0,83.9,200.0,86.0,21.9,8.86,CORREDOR
Andrés Flores,VOLEIBOL,16.0,79.9,190.0,77.0,24.1,1.75,CICLISTA
Matías Silva,NATACION,37.0,60.0,179.5212464589235,48.0,20.8,6.49,MEDIOCAMPISTA
Ricardo Álvarez,NATACIÓ,200.0,59.3,175.0,46.0,3.2,5.95,DELANTERO
Javiera Espinoza,NATACION,31.050934579439254,80.09667630057803,159.0,54.0,19.6,7.22,CICLISTA
Enrique Valenzuela,FUTBOL,18.0,63.8,187.0,71.0,4.6,6.75,CORREDOR
Alejandro Núñez,BASKETBALL,28.0,88.9,173.0,46.0,12.3,-5.0,PORTERO
Enrique Valenzuela,BOXEO,23.0,100.5,202.0,86.0,18.1,5.55,PORTERO
César Sepúlveda,VOLEIBOL,21.0,90.6,165.0,47.0,11.1,2.09,CORREDOR
Paola Romero,VOLEIBOL,29.0,87.3,190.0,67.0,13.0,3.28,PORTERO
César Sepúlveda,BALONCESTO,18.0,84.3,195.0,10.0,9.8,1.54,MEDIOCAMPISTA
Carlos Pérez,TENIS,36.0,95.0,163.0,60.0,13.866635071090046,8.12,ATACANTE
Gabriela Morales,FUTBOL,25.0,88.6,178.0,59.0,24.4,9.66,MEDIOCAMPISTA
Daniela Vargas,NATACIÓ,42.0,62.4,179.5212464589235,83.0,4.1,6.5,CICLISTA
Pilar Contreras,NATACIÓ,36.0,74.1,185.0,81.0,11.4,8.4,ATACANTE
Tomás Gutiérrez,NATACION,38.0,58.0,183.0,89.0,7.5,2.95,MEDIOCAMPISTA
Enrique Valenzuela,BOXEO,21.0,99.6,199.0,57.0,24.1,6.42,
Ricardo Álvarez,BOXEO,23.0,64.6,193.0,47.0,3.6,6.8,DELANTERO
Diego Torres,VOLEIBOL,25.0,70.7,184.0,80.0,4.9,7.64,MEDIOCAMPISTA
Sebastián Rojas,TENNIS,33.0,94.5,172.0,89.0,14.2,5.77,PORTERO
Manuel Leal,BOXEO,16.0,96.1,190.0,57.0,7.4,7.97,MEDIOCAMPISTA
Daniela Vargas,TENIS,28.0,73.7,186.0,47.0,12.4,3.85,MEDIOCAMPISTA
Eduardo Soto,RUGBY,26.0,102.6,175.0,85.0,23.8,5.23,DEFENSA
Fernanda Jiménez,FUTBOL,26.0,63.2,159.0,90.0,18.8,7.11,PORTERO
Ricardo Álvarez,FUTBOL,19.0,100.8,197.0,69.75212464589235,12.5,5.81,CORREDOR
Mauricio Vega,BOXEO,35.0,74.2,181.0,74.0,4.4,5.5,DELANTERO
César Sepúlveda,RUGBY,36.0,71.7,191.0,75.0,12.9,2.21,NADADOR
Ricardo Álvarez,BOXEO,43.0,60.6,186.0,76.0,20.9,7.88,DEFENSA
Pilar Contreras,BASKETBALL,22.0,91.7,158.0,50.0,5.0,2.36,DEFENSA
Juan López,BALONCESTO,35.0,71.5,193.0,69.0,7.6,4.58,MEDIOCAMPISTA
Mauricio Vega,VOLEIBOL,31.050934579439254,103.3,202.0,46.0,7.4,3.16,DELANTERO
Patricia Ramos,CICLISMO,35.0,80.09667630057803,172.0,88.0,21.6,5.1,NADADOR
Nicolás Reyes,BOXEO,18.0,93.9,201.0,57.0,24.6,8.17,MEDIOCAMPISTA
Alicia Campos,TENNIS,40.0,98.9,163.0,59.0,20.9,5.04,
Marcela Varela,ATLETISMO,23.0,55.3,178.0,54.0,10.4,2.9,ATACANTE
Andrés Flores,TENIS,20.0,58.4,180.0,54.0,12.7,2.11,ATACANTE
Alejandro Núñez,VOLEIBOL,26.0,97.0,163.0,49.0,9.6,1.76,DEFENSA
Matías Silva,CICLISMO,35.0,96.8,158.0,46.0,13.7,9.31,ATACANTE
Carolina Ríos,ATLETISMO,26.0,86.8,200.0,74.0,23.1,1.04,DELANTERO
María González,BOXEO,37.0,63.6,176.0,48.0,11.8,8.84,NADADOR
Fernanda Jiménez,NATACION,18.0,66.0,179.5212464589235,57.0,6.3,1.01,DELANTERO
Carlos Pérez,NATACION,29.0,85.0,185.0,66.0,8.8,6.49,CORREDOR
Carolina Ríos,ATLETISMO,18.0,67.6,167.0,78.0,16.3,2.07,
Isabella Castro,TENIS,26.0,89.3,193.0,47.0,6.0,2.29,DELANTERO
Tomás Gutiérrez,BALONCESTO,26.0,73.0,167.0,63.0,13.3,2.05,MEDIOCAMPISTA
Daniela Vargas,BOXEO,16.0,73.0,190.0,46.0,22.7,5.76,ATACANTE
Patricio Bravo,FUTBOL,25.0,80.09667630057803,170.0,68.0,16.6,6.57,MEDIOCAMPISTA
Alejandro Núñez,RUGBY,41.0,75.3,173.0,82.0,18.9,7.97,NADADOR
Natalia Cruz,CICLISMO,34.0,89.7,167.0,80.0,11.3,2.38,NADADOR
Lorena Mendoza,NATACIÓ,41.0,96.6,185.0,76.0,7.7,1.65,CORREDOR
Andrés Flores,VOLEIBOL,20.0,88.6,193.0,55.0,12.4,8.3,CORREDOR
Felipe Muñoz,TENIS,42.0,97.0,165.0,76.0,18.7,3.34,ATACANTE
Ricardo Álvarez,NATACION,200.0,99.5,194.0,67.0,21.9,1.49,MEDIOCAMPISTA
Diego Torres,CICLISMO,25.0,83.4,173.0,80.0,23.3,1.03,DELANTERO
Claudia Herrera,CICLISMO,23.0,93.1,167.0,89.0,4.5,4.85,NADADOR
César Sepúlveda,NATACION,45.0,80.09667630057803,193.0,86.0,10.1,1.73,DELANTERO
Matías Silva,NATACIÓ,21.0,79.6,174.0,70.0,19.6,2.95,CICLISTA
Daniela Vargas,NATACION,43.0,73.9,187.0,80.0,7.2,1.55,PORTERO
Camila Díaz,BALONCESTO,39.0,63.6,176.0,89.0,20.0,1.2,PORTERO
Claudia Herrera,BALONCESTO,30.0,87.2,179.5212464589235,88.0,7.6,5.11,CORREDOR
Francisca Lagos,ATLETISMO,26.0,92.7,201.0,83.0,22.1,8.66,ATACANTE
Nicolás Reyes,NATACIÓ,18.0,59.2,165.0,69.75212464589235,8.3,3.13,DELANTERO
Fernanda Jiménez,TENNIS,16.0,66.4,198.0,66.0,24.0,5.5,CICLISTA
Patricia Ramos,VOLEIBOL,40.0,59.1,177.0,54.0,17.0,7.29,ATACANTE
Marcela Varela,FUTBOL,30.0,89.8,201.0,58.0,9.4,3.03,DELANTERO
Lorena Mendoza,VOLEIBOL,32.0,70.7,175.0,63.0,21.3,2.48,ATACANTE
Patricio Bravo,FUTBOL,26.0,71.6,185.0,69.75212464589235,16.3,6.82,NADADOR
Matías Silva,FUTBOL,16.0,85.0,191.0,46.0,18.6,9.37,PORTERO
Ana Martínez,FUTBOL,17.0,80.09667630057803,174.0,90.0,0.1,2.34,DELANTERO
Gabriela Morales,RUGBY,19.0,95.9,185.0,78.0,12.0,8.69,MEDIOCAMPISTA
Catalina Mora,TENNIS,22.0,103.5,166.0,59.0,0.1,8.2,MEDIOCAMPISTA
Patricio Bravo,BOXEO,44.0,70.8,162.0,48.0,11.5,5.01,
Tomás Gutiérrez,VOLEIBOL,34.0,86.9,181.0,83.0,7.0,9.49,DEFENSA
Francisca Lagos,NATACIÓ,43.0,76.7,167.0,69.75212464589235,11.0,3.62,DEFENSA
Juan López,CICLISMO,18.0,102.2,186.0,87.0,15.4,9.46,DEFENSA
Fernanda Jiménez,FUTBOL,25.0,101.9,160.0,66.0,10.0,7.34,CORREDOR
Francisca Lagos,NATACION,27.0,61.0,193.0,68.0,19.3,5.15,PORTERO
Alicia Campos,ATLETISMO,42.0,61.6,171.0,69.75212464589235,7.6,4.42,CORREDOR
Gonzalo Fuentes,BOXEO,38.0,61.7,176.0,65.0,3.9,5.45,
Catalina Mora,BOXEO,37.0,84.5,170.0,88.0,5.1,8.05,NADADOR
César Sepúlveda,BOXEO,19.0,80.09667630057803,174.0,90.0,13.866635071090046,4.36,CORREDOR
Marcela Varela,FUTBOL,150.0,104.2,166.0,86.0,7.0,9.59,CICLISTA
Alicia Campos,TENIS,16.0,73.3,169.0,70.0,12.6,7.01,PORTERO
Pedro Rodríguez,RUGBY,43.0,69.7,163.0,69.75212464589235,24.4,9.99,DEFENSA
Mauricio Vega,VOLEIBOL,45.0,75.0,163.0,52.0,24.9,7.25,DELANTERO
César Sepúlveda,FUTBOL,21.0,65.7,199.0,88.0,13.866635071090046,6.41,DELANTERO
Enrique Valenzuela,ATLETISMO,200.0,80.7,167.0,75.0,12.4,4.95,
Paola Romero,VOLEIBOL,25.0,84.9,172.0,76.0,9.3,8.46,
Alicia Campos,VOLEIBOL,29.0,62.1,185.0,57.0,5.4,9.21,
Javiera Espinoza,NATACION,29.0,103.7,192.0,52.0,24.8,8.0,ATACANTE
Cristian Medina,VOLEIBOL,29.0,60.3,186.0,68.0,5.2,3.58,DELANTERO
Roberto Castillo,FUTBOL,22.0,55.6,184.0,68.0,24.7,2.12,CORREDOR
Eduardo Soto,ATLETISMO,32.0,60.6,179.5212464589235,51.0,21.4,10.0,DELANTERO
Natalia Cruz,FUTBOL,3.0,89.9,161.0,45.0,16.3,4.74,ATACANTE
Tomás Gutiérrez,TENIS,20.0,75.5,160.0,50.0,5.3,1.93,DELANTERO
Juan López,NATACION,42.0,89.1,192.0,45.0,19.7,7.13,CICLISTA
Isabella Castro,VOLEIBOL,38.0,63.4,25.0,10.0,12.5,6.68,CICLISTA
Javiera Espinoza,CICLISMO,20.0,96.5,198.0,87.0,4.3,8.87,DELANTERO
Eduardo Soto,TENIS,17.0,68.1,195.0,49.0,3.9,7.84,CORREDOR
Eduardo Soto,ATLETISMO,43.0,98.2,185.0,62.0,6.5,5.29,MEDIOCAMPISTA
Héctor Suárez,RUGBY,31.0,98.6,196.0,53.0,13.8,3.26,PORTERO
Diego Torres,CICLISMO,27.0,62.3,161.0,69.0,17.2,3.61,DEFENSA
María González,BASKETBALL,34.0,95.5,160.0,59.0,13.866635071090046,6.53,ATACANTE
Daniela Vargas,TENIS,21.0,83.9,189.0,90.0,24.5,6.06,CICLISTA
Ricardo Álvarez,NATACION,18.0,102.2,174.0,68.0,15.7,6.66,ATACANTE
Tomás Gutiérrez,TENIS,42.0,102.9,158.0,88.0,16.1,1.74,MEDIOCAMPISTA
Catalina Mora,TENIS,24.0,68.3,167.0,54.0,15.8,5.92,DELANTERO
Pedro Rodríguez,CICLISMO,21.0,57.8,197.0,65.0,5.3,8.32,ATACANTE
Ignacio Peña,VOLEIBOL,27.0,97.3,202.0,62.0,24.0,1.69,DEFENSA
